sample,file,mse,mae,rmse,relative_l2,r2
59,Training dataset/6/Photothermal4_Data1_ax5_06_pw6.mat,12545285.67054318,2412.300079606412,3541.9324768469514,0.4878216653309514,0.755532191193732
60,Training dataset/2/PT_98.mat,57477827.73094627,4367.435155265641,7581.413306959744,0.33579887328021657,0.8839828955829008
61,Training dataset/2/PT_80.mat,175112652.45715198,7003.743370700006,13233.013732976777,0.4205224090435285,0.8224943713494024
62,Training dataset/10/Photothermal2_Data1_plain_16_pw16.mat,42623531942.21049,86934.00885968297,206454.67285147723,0.2345226475468337,0.9416597522715549
63,Training dataset/1/Irregular_2_Chirp_1_0.2.mat,221198655.32056126,4652.769842521987,14872.748747980693,0.95562642183997,0.07259784963579619
64,Training dataset/1/Irregular_2_Chirp_2_0.1.mat,19174383.852153506,1954.7729307790669,4378.856454846802,0.3225907897733897,0.8947076990708163
65,Training dataset/5/Photothermal4_Data1_ax5_01_pw1.mat,5431755240.424647,52505.46638316141,73700.44260670792,0.5646345716615917,0.6735461975424436
66,Training dataset/7/Photothermal4_Data1_ax5_13_pw13.mat,21607510.36520348,2625.7470710629523,4648.3879318752515,0.5505236566639664,0.6968120272934404
67,Training dataset/10/Photothermal2_Data1_plain_10_pw10.mat,173091520.49750206,6938.233370251684,13156.425065248617,0.47862969882692036,0.77031560042736
68,Training dataset/6/Photothermal_Data1_ax5_15_pw15.mat,4851298308.667943,48642.433847285894,69651.2620751982,0.2562199367765236,0.933566992928233
69,Training dataset/9/Photothermal4_Data1_plain_07_pw7.mat,9320973.204557782,1485.3658217646737,3053.026892210054,0.2824080141320082,0.9198738223105836
70,Training dataset/8/Photothermal5_Data1_ax5_05_pw5.mat,5633041.142651268,1318.1182261258732,2373.4028614315075,0.5483516403832833,0.6883926484131071
71,Training dataset/10/Photothermal3_Data1_plain_09_pw9.mat,106911887.18654227,6273.30294556395,10339.820462007176,0.357984020325216,0.8666050570456811
72,Training dataset/9/Photothermal4_Data1_plain_03_pw3.mat,49512016.20442973,4149.427783310332,7036.477542380828,0.3360050525891484,0.8829447592494578
73,Training dataset/10/Photothermal5_Data1_plain_15_pw15.mat,74280004340.8244,98971.92764851157,272543.5824612724,0.39336996513426586,0.8416485645143933
74,Training dataset/2/PT_89.mat,29324206.858841866,2540.820746505037,5415.182994030937,0.31678158569737136,0.8980627478886898
75,Training dataset/3/Photothermal2_Data1_11_pw11.mat,294875915.7994522,10608.578015687375,17171.951426656557,0.4597587630577938,0.7862451478465173
76,Training dataset/3/Photothermal4_Data1_10_pw10.mat,177049120.686232,7014.710976338339,13305.980636023487,0.4861163747168749,0.7630623845022723
77,Training dataset/9/Photothermal4_Data1_plain_08_pw8.mat,41972142.585856415,3338.673682907622,6478.591095744229,0.366325229845277,0.8632518096957497
78,Training dataset/1/Irregular_1_PT_0.2.mat,30620743773.773094,89548.79138506191,174987.83893109,0.3999343479730071,0.8385588437987344
79,Training dataset/10/Photothermal4_Data1_plain_03_pw3.mat,108317230.69283074,5886.6193733529035,10407.556422755091,0.3977293358662569,0.8368405095989836
80,Training dataset/8/Photothermal2_Data1_ax5_15_pw15.mat,22723770434.053463,108732.42644789522,150744.0560488322,0.4460635549695941,0.7952261675594621
