sample,file,mse,mae,rmse,relative_l2,r2
70,Training dataset/8/Photothermal5_Data1_ax5_05_pw5.mat,13747059.357239783,1718.481496265282,3707.702706156439,0.8566286381521223,0.23954314375890962
71,Training dataset/10/Photothermal3_Data1_plain_09_pw9.mat,643324757.4677565,13926.566442534851,25363.847450017445,0.8781440755606829,0.1973177952253502
72,Training dataset/9/Photothermal4_Data1_plain_03_pw3.mat,338258386.0875341,9379.187743994433,18391.80214355119,0.8782431847799497,0.20029681974809843
73,Training dataset/10/Photothermal5_Data1_plain_15_pw15.mat,71323251642.71906,106134.58434629763,267064.1339504784,0.3854613200281116,0.8479518225483135
74,Training dataset/2/PT_89.mat,231940991.75069237,6135.473217130193,15229.60904786109,0.8909135128121044,0.19372321083226007
75,Training dataset/3/Photothermal2_Data1_11_pw11.mat,1199837859.2099688,19215.478522466787,34638.67577159913,0.9274097236257516,0.13024038091328394
76,Training dataset/3/Photothermal4_Data1_10_pw10.mat,622997539.9932789,12085.80799891428,24959.918669604653,0.9118775615866481,0.16626780740382063
77,Training dataset/9/Photothermal4_Data1_plain_08_pw8.mat,257080676.4580865,6848.602853687157,16033.735574035343,0.9066109872708621,0.16241308873085003
78,Training dataset/1/Irregular_1_PT_0.2.mat,54292409922.156006,101042.6995155977,233007.31731461998,0.5325377471508708,0.7137551753954047
79,Training dataset/10/Photothermal4_Data1_plain_03_pw3.mat,519716558.756573,11903.619614998519,22797.292794465156,0.8712085483261761,0.21714497003564126
80,Training dataset/8/Photothermal2_Data1_ax5_15_pw15.mat,28764261976.412136,127696.0126606455,169600.30063774102,0.5018606703927067,0.7407926567764191
